s	arp
2998	157
2999	120
3000	133
3001	153
3002	123
3003	125
3004	124
3005	108
3006	73
3007	110
3008	111
3009	132
3010	141
3011	131
3012	115
3013	126
3014	135
3015	137
3016	95
3017	124
3018	125
3019	123
3020	95
3021	121
3022	112
3023	113
3024	123
3025	128
3026	102
3027	123
3028	122
3029	125
3030	110
3031	125
3032	145
3033	141
3034	122
3035	120
3036	73
3037	131
3038	105
3039	142
3040	121
3041	134
3042	137
3043	159
3044	127
3045	119
3046	104
3047	141
3048	114
3049	114
3050	111
3051	125
3052	120
3053	110
3054	133
3055	124
3056	125
3057	107
3058	122
3059	135
3060	135
3061	112
3062	111
3063	121
3064	148
3065	116
3066	146
3067	93
3068	116
3069	119
3070	124
3071	128
3072	111
3073	103
3074	117
3075	115
3076	102
3077	104
3078	92
3079	110
3080	114
3081	137
3082	146
3083	110
3084	111
3085	110
3086	101
3087	83
3088	104
3089	109
3090	110
3091	117
3092	112
3093	122
3094	121
3095	132
3096	129
3097	151
3098	120
3099	137
3100	127
3101	119
3102	130
3103	114
3104	129
3105	154
3106	127
3107	121
3108	90
3109	104
3110	137
3111	126
3112	123
3113	135
3114	131
3115	126
3116	135
3117	122
3118	115
3119	130
3120	130
3121	131
3122	139
3123	131
3124	135
3125	148
3126	152
3127	130
3128	117
3129	108
3130	126
3131	127
3132	121
3133	139
3134	142
3135	141
3136	147
3137	136
3138	91
3139	137
3140	145
3141	143
3142	121
3143	147
3144	123
3145	119
3146	140
3147	131
3148	107
3149	96
3150	142
3151	139
3152	134
3153	113
3154	133
3155	121
3156	121
3157	144
3158	132
3159	129
3160	117
3161	124
3162	142
3163	131
3164	143
3165	149
3166	121
3167	139
3168	124
3169	99
3170	133
3171	133
3172	161
3173	145
3174	122
3175	145
3176	137
3177	123
3178	138
3179	142
3180	96
3181	130
3182	128
3183	142
3184	124
3185	146
3186	113
3187	111
3188	118
3189	99
3190	112
3191	148
3192	122
3193	142
3194	140
3195	136
3196	132
3197	150
3198	170
3199	142
3200	101
3201	144
3202	135
3203	157
3204	138
3205	152
3206	136
3207	145
3208	149
3209	149
3210	123
3211	93
3212	155
3213	138
3214	136
3215	157
3216	131
3217	113
3218	119
3219	157
3220	143
3221	109
3222	130
3223	164
3224	159
3225	144
3226	152
3227	142
3228	142
3229	163
3230	141
3231	100
3232	152
3233	151
3234	134
3235	142
3236	159
3237	129
3238	131
3239	146
3240	128
3241	104
3242	152
3243	136
3244	118
3245	141
3246	144
3247	130
3248	159
3249	117
3250	163
3251	103
3252	135
3253	125
3254	91
3255	136
3256	145
3257	143
3258	139
3259	135
3260	140
3261	150
3262	114
3263	136
3264	99
3265	155
3266	142
3267	153
3268	161
3269	143
3270	147
3271	153
3272	144
3273	102
3274	117
3275	126
3276	150
3277	143
3278	155
3279	125
3280	131
3281	150
3282	140
3283	89
3284	100
3285	151
3286	132
3287	132
3288	160
3289	149
3290	145
3291	154
3292	122
3293	151
3294	156
3295	90
3296	129
3297	119
3298	133
3299	155
3300	155
3301	131
3302	108
3303	126
3304	117
3305	138
3306	143
3307	126
3308	159
3309	143
3310	145
3311	123
3312	151
3313	139
3314	111
3315	119
3316	140
3317	148
3318	140
3319	116
3320	105
3321	122
3322	124
3323	125
3324	114
3325	69
3326	106
3327	102
3328	113
3329	151
3330	124
3331	122
3332	109
3333	124
3334	91
3335	135
3336	122
3337	149
3338	144
3339	151
3340	146
3341	156
3342	154
3343	119
3344	116
3345	118
3346	162
3347	161
3348	136
3349	109
3350	118
3351	102
3352	123
3353	140
3354	76
3355	94
3356	112
3357	130
3358	136
3359	132
3360	126
3361	114
3362	155
3363	146
3364	117
3365	93
3366	128
3367	113
3368	96
3369	106
3370	147
3371	145
3372	148
3373	145
3374	142
3375	145
3376	106
3377	86
3378	109
3379	99
3380	97
3381	132
3382	111
3383	102
3384	121
3385	90
3386	155
3387	122
3388	63
3389	137
3390	126
3391	109
3392	116
3393	133
3394	145
3395	152
3396	132
3397	62
3398	106
3399	75
3400	93
3401	99
3402	125
3403	98
3404	92
3405	91
3406	90
3407	86
3408	107
3409	126
3410	122
3411	101
3412	115
3413	134
3414	133
3415	96
3416	93
3417	98
3418	64
3419	85
3420	132
3421	143
3422	98
3423	90
3424	93
3425	93
3426	93
3427	90
3428	90
3429	85
3430	99
3431	100
3432	119
3433	136
3434	73
3435	104
3436	93
3437	99
3438	69
3439	137
3440	153
3441	127
3442	157
3443	120
3444	130
3445	130
3446	134
3447	132
3448	122
3449	105
3450	93
3451	128
3452	94
3453	128
3454	148
3455	137
3456	97
3457	138
3458	128
3459	130
3460	128
3461	99
3462	99
3463	152
3464	92
3465	97
3466	92
3467	130
3468	118
3469	147
3470	122
3471	93
3472	135
3473	95
3474	92
3475	71
3476	77
3477	145
3478	125
3479	143
3480	78
3481	149
3482	129
3483	135
3484	138
3485	113
3486	110
3487	91
3488	121
3489	130
3490	101
3491	113
3492	120
3493	96
3494	128
3495	146
3496	144
3497	85
3498	88
3499	88
3500	107
3501	71
3502	100
3503	136
3504	91
3505	97
3506	86
3507	87
3508	127
3509	143
3510	125
3511	120
3512	131
3513	134
3514	128
3515	123
3516	156
3517	89
3518	80
3519	76
3520	81
3521	52
3522	90
3523	108
3524	115
3525	98
3526	85
3527	89
3528	108
3529	87
3530	90
3531	60
3532	85
3533	84
3534	81
3535	109
3536	144
3537	122
3538	79
3539	104
3540	104
3541	86
3542	132
3543	123
3544	131
3545	86
3546	80
3547	90
3548	116
3549	85
3550	95
3551	88
3552	128
3553	81
3554	83
3555	87
3556	116
3557	150
3558	118
3559	120
3560	122
3561	132
3562	68
3563	89
3564	94
3565	107
3566	83
3567	88
3568	93
3569	92
3570	104
3571	110
3572	119
3573	101
3574	124
3575	89
3576	88
3577	84
3578	83
3579	76
3580	93
3581	85
3582	42
3583	75
3584	133
3585	112
3586	79
3587	72
3588	103
3589	142
3590	114
3591	59
3592	42
3593	116
3594	100
3595	101
3596	135
3597	130
3598	85
3599	86
3600	86
3601	86
3602	102
3603	110
3604	137
3605	117
3606	130
3607	84
3608	88
3609	107
3610	110
3611	159
3612	92
3613	109
3614	125
3615	87
3616	101
3617	130
3618	116
3619	134
3620	128
3621	121
3622	79
3623	122
3624	116
3625	134
3626	129
3627	84
3628	84
3629	109
3630	73
3631	79
3632	102
3633	89
3634	69
3635	86
3636	90
3637	82
3638	84
3639	77
3640	83
3641	84
3642	88
3643	53
3644	133
3645	123
3646	115
3647	111
3648	125
3649	140
3650	73
3651	84
3652	100
3653	81
3654	157
3655	125
3656	83
3657	88
3658	80
3659	78
3660	84
3661	83
3662	84
3663	87
3664	97
3665	132
3666	166
3667	124
3668	111
3669	86
3670	73
3671	88
3672	80
3673	76
3674	64
3675	103
3676	51
3677	87
3678	83
3679	88
3680	83
3681	87
3682	83
3683	79
3684	65
3685	112
3686	112
3687	72
3688	86
3689	86
3690	80
3691	79
3692	86
3693	87
3694	89
3695	88
3696	59
3697	71
3698	84
3699	105
3700	86
